skipped,skip_reason,pnl,pop_computed,date
True,pop_below_threshold,0.0,0.2038687776450231,2023-01-17
True,pop_below_threshold,0.0,0.1927190748076787,2023-01-18
True,pop_below_threshold,0.0,0.26571609670005103,2023-01-19
True,pop_below_threshold,0.0,0.1847963534765128,2023-01-20
True,pop_below_threshold,0.0,0.18767484366262244,2023-01-23
True,pop_below_threshold,0.0,0.1881177749150032,2023-01-24
True,pop_below_threshold,0.0,0.19730461201829186,2023-01-25
True,pop_below_threshold,0.0,0.19436803111199885,2023-01-26
True,pop_below_threshold,0.0,0.19653938218521433,2023-01-27
True,pop_below_threshold,0.0,0.20035741704593613,2023-01-30
True,pop_below_threshold,0.0,0.18498398026456636,2023-01-31
True,pop_below_threshold,0.0,0.1894125141626894,2023-02-01
True,pop_below_threshold,0.0,0.20311926166907956,2023-02-02
True,pop_below_threshold,0.0,0.19198216992707623,2023-02-03
True,pop_below_threshold,0.0,0.19996169389908347,2023-02-06
True,pop_below_threshold,0.0,0.18757947772628192,2023-02-07
True,pop_below_threshold,0.0,0.1937526759855122,2023-02-08
True,pop_below_threshold,0.0,0.1836465262143151,2023-02-09
True,pop_below_threshold,0.0,0.1743308598068829,2023-02-10
True,pop_below_threshold,0.0,0.17476045347319114,2023-02-13
True,pop_below_threshold,0.0,0.1756213792255661,2023-02-14
True,pop_below_threshold,0.0,0.192823684390523,2023-02-15
True,pop_below_threshold,0.0,0.2011923302453108,2023-02-16
True,pop_below_threshold,0.0,0.18107079398765963,2023-02-17
